user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCF_000172995	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	GCF_000172995.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	100.0	1.0	GCF_000172995.2	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__Halogeometricum borinquense	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halogeometricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900112175.1, s__Halogeometricum rufum, 95.0, 83.15, 0.63; GCF_900115785.1, s__Halogeometricum limi, 95.0, 82.41, 0.62; GCF_000337095.1, s__Halogeometricum pallidum, 95.0, 81.49, 0.53	95.81	11	N/A	N/A
GCF_000195935	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus abyssi	GCF_000195935.2	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus abyssi	100.0	1.0	GCF_000195935.2	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus abyssi	100.0	1.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000211475.1, s__Pyrococcus sp000211475, 95.0, 79.11, 0.4; GCF_001577775.1, s__Pyrococcus kukulkanii, 95.0, 78.3, 0.32; GCF_002214605.1, s__Pyrococcus chitonophagus, 95.0, 78.3, 0.32; GCA_003660485.1, s__Pyrococcus sp003660485, 95.0, 78.12, 0.29; GCF_000011105.1, s__Pyrococcus horikoshii, 95.0, 78.05, 0.32; GCF_000263735.1, s__Pyrococcus sp000263735, 95.0, 77.98, 0.23	99.35	11	N/A	N/A
GCF_000196655	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalobium;s__Methanohalobium evestigatum	GCF_000196655.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalobium;s__Methanohalobium evestigatum	100.0	1.0	GCF_000196655.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalobium;s__Methanohalobium evestigatum	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018609725.1, s__Methanohalobium sp018609725, 95.0, 94.24, 0.85	99.37	11	N/A	N/A
GCF_000204415	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	GCF_000204415.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	100.0	1.0	GCF_000204415.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_011620785.1, s__Methanothrix sp011620785, 95.0, 94.88, 0.92; GCA_016706325.1, s__Methanothrix sp016706325, 95.0, 83.58, 0.71; GCA_002067365.1, s__Methanothrix sp002067365, 95.0, 80.01, 0.22; GCA_002256595.1, s__Methanothrix sp002256595, 95.0, 79.38, 0.45; GCA_017994055.1, s__Methanothrix sp017994055, 95.0, 78.97, 0.33; GCA_002067705.1, s__Methanothrix sp002067705, 95.0, 78.94, 0.3; GCA_903871465.1, s__Methanothrix sp903871465, 95.0, 78.91, 0.31; GCA_002067755.1, s__Methanothrix sp002067755, 95.0, 78.66, 0.29; GCA_016927055.1, s__Methanothrix sp016927055, 95.0, 78.55, 0.36; GCA_018052825.1, s__Methanothrix sp018052825, 95.0, 78.46, 0.39; GCA_011391755.1, s__Methanothrix sp011391755, 95.0, 78.27, 0.37; GCA_902385025.1, s__Methanothrix sp902385025, 95.0, 78.22, 0.29; GCA_003857025.1, s__Methanothrix sp003857025, 95.0, 78.11, 0.23; GCA_012798025.1, s__Methanothrix sp012798025, 95.0, 77.78, 0.29; GCA_002505805.1, s__Methanothrix sp002505805, 95.0, 77.43, 0.23	99.38	11	N/A	N/A
GCF_000243255	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus limicola	GCF_000243255.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus limicola	100.0	1.0	GCF_000243255.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus limicola	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.01	11	N/A	N/A
GCF_000327485	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	GCF_000327485.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	100.0	1.0	GCF_000327485.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula formicica	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 88.16, 0.86; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 79.75, 0.32; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.63, 0.39; GCA_002067035.1, s__Methanoregula sp002067035, 95.0, 79.46, 0.34; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 79.37, 0.41; GCA_012798365.1, s__Methanoregula sp012798365, 95.0, 79.34, 0.34; GCA_013331015.1, s__Methanoregula sp11803u, 95.0, 79.33, 0.4; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 79.02, 0.34; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 78.42, 0.27; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.39, 0.3; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 78.36, 0.31; GCA_903832665.1, s__Methanoregula sp903832665, 95.0, 78.08, 0.24; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.07, 0.3; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.04, 0.22; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.99, 0.24; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.41, 0.21	97.82	11	N/A	N/A
GCF_000327505	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp000327505	GCF_000327505.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp000327505	100.0	1.0	GCF_000327505.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum sp000327505	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015520565.1, s__Aciduliprofundum sp015520565, 95.0, 77.62, 0.25; GCF_000025665.1, s__Aciduliprofundum boonei, 95.0, 77.55, 0.24; GCA_015523135.1, s__Aciduliprofundum sp015523135, 95.0, 77.15, 0.28	97.47	11	N/A	N/A
GCF_000328685	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus	GCF_000328685.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus	100.0	1.0	GCF_000328685.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__Natronococcus occultus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natronococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000337695.1, s__Natronococcus jeotgali, 95.0, 87.77, 0.67; GCF_000337675.1, s__Natronococcus amylolyticus, 95.0, 87.09, 0.76; GCA_003559215.1, s__Natronococcus sp003559215, 95.0, 87.05, 0.81; GCF_008122205.1, s__Natronococcus sp008122205, 95.0, 82.5, 0.64	95.03	11	N/A	N/A
GCF_000336775	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	GCF_000336775.1	96.8304	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	100.0	1.0	GCF_000336775.1	96.8304	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloferax;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000336815.1, s__Haloferax prahovense, 96.8304, 96.83, 0.88; GCF_001482285.1, s__Haloferax sp001482285, 95.0, 94.81, 0.85; GCF_001469875.2, s__Haloferax marisrubri, 95.0, 94.35, 0.84; GCF_000337835.1, s__Haloferax sulfurifontis, 96.9285, 93.67, 0.81; GCF_001368915.1, s__Haloferax massiliensis, 95.2845, 93.52, 0.82; GCF_000337795.1, s__Haloferax denitrificans, 96.9285, 93.51, 0.82; GCF_000025685.1, s__Haloferax volcanii, 95.0, 93.35, 0.79; GCF_000306765.2, s__Haloferax mediterranei, 95.0, 84.65, 0.64; GCF_000337815.1, s__Haloferax mucosum, 95.0, 84.43, 0.72; GCF_001469865.1, s__Haloferax profundi, 95.0, 84.07, 0.73; GCF_009674605.1, s__Haloferax sp009674605, 95.0, 83.94, 0.67; GCF_000336955.1, s__Haloferax larsenii, 95.0, 83.87, 0.64; GCF_000336755.1, s__Haloferax elongans, 95.0, 83.64, 0.6; GCF_009674585.1, s__Haloferax sp009674585, 95.0, 83.5, 0.67; GCF_009674625.1, s__Haloferax sp009674625, 95.0, 83.45, 0.64	95.66	11	N/A	N/A
GCF_000337515	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus	GCF_000337515.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus	100.0	1.0	GCF_000337515.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__Halovivax asiaticus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halovivax;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000328525.1, s__Halovivax ruber, 95.0, 93.28, 0.84; GCA_007135505.1, s__Halovivax sp007135505, 95.0, 79.64, 0.49; GCA_007119345.1, s__Halovivax sp007119345, 95.0, 79.36, 0.43	98.89	11	N/A	N/A
GCF_000385565	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sulfaticallidus	GCF_000385565.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sulfaticallidus	100.0	1.0	GCF_000385565.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__Archaeoglobus_A sulfaticallidus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.91	11	N/A	N/A
GCF_000404225	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	GCF_000404225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	100.0	1.0	GCF_000404225.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905202485.1, s__Methanomassiliicoccus_A sp905202485, 95.0, 84.26, 0.78; GCA_905203995.1, s__Methanomassiliicoccus_A sp905203995, 95.0, 79.83, 0.39	97.91	11	N/A	N/A
GCF_000711905	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis	GCF_000711905.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis	100.0	1.0	GCF_000711905.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A;f__Methermicoccaceae;g__Methermicoccus;s__Methermicoccus shengliensis	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales_A;f__Methermicoccaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	99.3	11	N/A	N/A
GCF_001011115	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	GCF_001011115.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	100.0	1.0	GCF_001011115.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.45	11	N/A	N/A
GCF_001889405	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	GCF_001889405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	100.0	1.0	GCF_001889405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus halophilus	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002761295.1, s__Methanohalophilus portucalensis, 95.0, 92.79, 0.88; GCF_004137855.1, s__Methanohalophilus profundi, 95.0, 92.73, 0.86; GCF_900215215.1, s__Methanohalophilus euhalobius, 95.0, 92.23, 0.84; GCF_003722075.1, s__Methanohalophilus sp003722075, 95.0, 92.06, 0.84; GCF_000025865.1, s__Methanohalophilus mahii, 95.0, 91.59, 0.87	99.3	11	N/A	N/A
GCF_002153915	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum	GCF_002153915.1	95.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum	100.0	1.0	GCF_002153915.1	95.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__Methanonatronarchaeum thermophilum	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanonatronarchaeaceae;g__Methanonatronarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004212035.1, s__Methanonatronarchaeum sp004212035, 95.0, 80.91, 0.51	99.17	11	N/A	N/A
GCF_002214365	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	GCF_002214365.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	100.0	1.0	GCF_002214365.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus celer	100.0	1.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 82.06, 0.68; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 81.78, 0.69; GCF_002214545.1, s__Thermococcus thioreducens, 95.0, 81.6, 0.71; GCF_002214465.1, s__Thermococcus barossii, 95.0, 81.38, 0.65; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 81.34, 0.68; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 81.33, 0.66; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 81.31, 0.69; GCF_006274605.1, s__Thermococcus indicus, 95.0, 81.25, 0.66; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 81.18, 0.67; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 81.12, 0.63; GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 81.12, 0.69; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 81.09, 0.74; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 81.06, 0.6; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 81.06, 0.63; GCF_002214505.1, s__Thermococcus siculi, 95.0, 80.97, 0.61; GCF_904067545.1, s__Thermococcus camini, 95.0, 80.8, 0.67; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 80.51, 0.73; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 80.25, 0.62; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 79.88, 0.52; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 79.82, 0.53; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 79.77, 0.53; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 79.76, 0.52; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 79.75, 0.55; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.71, 0.5; GCF_000585495.1, s__Thermococcus nautili, 95.0, 79.62, 0.55; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 79.51, 0.54; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.46, 0.47; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.46, 0.45; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.42, 0.42; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.41, 0.49; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 79.4, 0.46; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 79.31, 0.52; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.28, 0.47; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.25, 0.46; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.04, 0.46; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 78.92, 0.49; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.7, 0.41; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 78.68, 0.4; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 78.28, 0.37; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 78.14, 0.39; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 77.35, 0.24	99.4	11	N/A	N/A
GCF_002214545	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	GCF_002214545.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	100.0	1.0	GCF_002214545.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus thioreducens	100.0	1.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_012027305.1, s__Thermococcus sp012027305, 95.0, 89.13, 0.81; GCA_015521605.1, s__Thermococcus sp015521605, 95.0, 86.61, 0.83; GCF_904067545.1, s__Thermococcus camini, 95.0, 86.22, 0.75; GCF_012027355.1, s__Thermococcus sp012027355, 95.0, 85.63, 0.74; GCF_002214565.1, s__Thermococcus radiotolerans, 95.0, 85.51, 0.78; GCF_012027615.1, s__Thermococcus sp012027615, 95.0, 84.67, 0.75; GCF_012027645.1, s__Thermococcus sp012027645, 95.0, 84.51, 0.72; GCF_006274605.1, s__Thermococcus indicus, 95.0, 83.83, 0.71; GCF_000221185.1, s__Thermococcus sp000221185, 95.0, 83.66, 0.69; GCF_002214465.1, s__Thermococcus barossii, 95.0, 83.53, 0.74; GCF_001484195.1, s__Thermococcus celericrescens, 95.0, 83.36, 0.68; GCF_012027495.1, s__Thermococcus sp012027495, 95.0, 83.13, 0.7; GCF_000265525.1, s__Thermococcus cleftensis, 95.0, 82.34, 0.67; GCA_011050175.1, s__Thermococcus sp011050175, 95.0, 81.73, 0.82; GCF_002214365.1, s__Thermococcus celer, 95.0, 81.6, 0.71; GCF_002214505.1, s__Thermococcus siculi, 95.0, 81.4, 0.63; GCF_012027395.1, s__Thermococcus sp012027395, 95.0, 81.02, 0.64; GCF_002214485.1, s__Thermococcus pacificus, 95.0, 80.93, 0.63; GCF_000769655.1, s__Thermococcus eurythermalis, 95.0, 80.76, 0.53; GCF_000018365.1, s__Thermococcus onnurineus, 95.0, 80.6, 0.58; GCF_012027555.1, s__Thermococcus sp012027555, 95.0, 80.56, 0.65; GCF_001647085.1, s__Thermococcus piezophilus, 95.0, 80.11, 0.56; GCF_000585495.1, s__Thermococcus nautili, 95.0, 80.08, 0.54; GCF_000816105.1, s__Thermococcus guaymasensis, 95.0, 80.06, 0.49; GCF_012027635.1, s__Thermococcus sp012027635, 95.0, 80.03, 0.55; GCF_017873335.1, s__Thermococcus stetteri, 95.0, 79.98, 0.48; GCF_900198835.1, s__Thermococcus sp900198835, 95.0, 79.91, 0.5; GCF_000151205.2, s__Thermococcus sp000151205, 95.0, 79.85, 0.47; GCF_000022365.1, s__Thermococcus gammatolerans, 95.0, 79.78, 0.44; GCF_002214525.1, s__Thermococcus sp002214525, 95.0, 79.69, 0.6; GCF_002214585.1, s__Thermococcus profundus, 95.0, 79.65, 0.42; GCA_015522395.1, s__Thermococcus sp015522395, 95.0, 79.63, 0.53; GCF_001592435.1, s__Thermococcus peptonophilus, 95.0, 79.61, 0.49; GCF_002214385.1, s__Thermococcus gorgonarius, 95.0, 79.5, 0.5; GCF_000009965.1, s__Thermococcus kodakarensis, 95.0, 79.48, 0.44; GCF_000258515.1, s__Thermococcus zilligii, 95.0, 79.28, 0.46; GCF_012027595.1, s__Thermococcus sp012027595, 95.0, 79.06, 0.35; GCA_015523195.1, s__Thermococcus sp015523195, 95.0, 78.77, 0.41; GCA_015523185.1, s__Thermococcus sp015523185, 95.0, 78.65, 0.43; GCA_013153595.1, s__Thermococcus sp013153595, 95.0, 78.42, 0.29; GCA_015520705.1, s__Thermococcus sp015520705, 95.0, 77.92, 0.26	98.53	11	N/A	N/A
